         1031173 function calls (1012260 primitive calls) in 4.191 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       26    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/lines.py:1029(get_path)
        1    0.000    0.000    0.002    0.002 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/h5py/_hl/files.py:645(__exit__)
        1    0.002    0.002    0.002    0.002 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/h5py/_hl/files.py:620(close)
        1    0.000    0.000    0.002    0.002 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/misc/encodingTools.py:1(<module>)
        2    0.000    0.000    0.002    0.001 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/psutil/__init__.py:1658(cpu_times)
      337    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:173(__exit__)
      274    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
      110    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/importlib_metadata/_functools.py:89(pass_none)
      100    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:2442(new_gc)
        1    0.000    0.000    0.002    0.002 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/colorbar.py:564(_add_solids)
     1141    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/__init__.py:1285(is_interactive)
      288    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3269(round)
        1    0.000    0.000    0.002    0.002 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/feaLib/ast.py:1(<module>)
      259    0.001    0.000    0.002    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/inspect.py:1997(_signature_is_functionlike)
      102    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:2449(__init__)
      275    0.001    0.000    0.002    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.002    0.002 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/compiler.py:300(CodeGenerator)
    12549    0.002    0.000    0.002    0.000 {method 'items' of 'dict' objects}
     3132    0.001    0.000    0.002    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/lib/function_base.py:348(iterable)
       93    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/parser.py:273(parse_node)
        3    0.000    0.000    0.002    0.001 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/cupy/_statistics/histogram.py:363(<genexpr>)
      100    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:690(new_gc)
       42    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/path.py:279(__deepcopy__)
       21    0.002    0.000    0.002    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      958    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/figure.py:2761(_set_dpi)
       61    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/lexer.py:380(__next__)
      226    0.001    0.000    0.002    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/pathlib.py:621(__str__)
       59    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/typing.py:1194(__getitem__)
        9    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/spines.py:35(__init__)
        1    0.000    0.000    0.002    0.002 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axes/_axes.py:6101(pcolormesh)
        4    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/_tight_bbox.py:39(restore_bbox)
        2    0.000    0.000    0.002    0.001 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/cupy/_sorting/search.py:393(searchsorted)
      437    0.001    0.000    0.002    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:64(check_isinstance)
        2    0.000    0.000    0.002    0.001 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/cupy/_sorting/search.py:425(_searchsorted)
       12    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/patches.py:48(__init__)
  186/183    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1106(get_points)
      177    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/text.py:1181(set_position)
      131    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/ma/core.py:2978(__array_finalize__)
        1    0.000    0.000    0.002    0.002 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/exceptions.py:1(<module>)
       16    0.000    0.000    0.002    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axis.py:2398(_update_offset_text_position)
       43    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/PIL/PngImagePlugin.py:1064(putchunk)
        5    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/dataclasses.py:527(_init_fn)
       84    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/parser.py:270(parse_block_node_or_indentless_sequence)
     1901    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/weakref.py:452(get)
     3559    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/core/fromnumeric.py:72(<dictcomp>)
       69    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/nodes.py:59(__new__)
       46    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:881(endStream)
     3107    0.001    0.000    0.001    0.000 {built-in method numpy.asanyarray}
     5805    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
      768    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/ticker.py:245(fix_minus)
        8    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/collections.py:894(update_scalarmappable)
       61    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/lexer.py:615(wrap)
     1286    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
      758    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2411(transform_non_affine)
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/misc/xmlWriter.py:1(<module>)
       43    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:581(end)
      240    0.000    0.000    0.001    0.000 {method 'sum' of 'numpy.ndarray' objects}
      366    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1191(score_weight)
       22    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:1909(writeObject)
       13    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/tokenize.py:159(normalize_seq)
     2770    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/inspect.py:2969(<genexpr>)
      224    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/re.py:202(sub)
      776    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
      148    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1612(transform_path_non_affine)
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/multiprocessing/pool.py:1(<module>)
      196    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/artist.py:923(_set_gc_clip)
     1385    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/text.py:1203(set_y)
      190    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:615(_from_any)
        3    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:785(set_subplotspec)
      669    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:867(write)
      366    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1173(score_stretch)
        2    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/cupy/_math/sumprod.py:233(diff)
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/markupsafe/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/concurrent/futures/process.py:1(<module>)
       33    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/PIL/PngImagePlugin.py:1082(write)
       58    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/typing.py:664(__init__)
       22    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:404(write)
       20    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/logging/__init__.py:932(format)
      732    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/artist.py:269(convert_xunits)
      7/4    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:658(get_position)
      886    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/colors.py:216(_is_nth_color)
      220    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/toolz/functoolz.py:196(__init__)
      110    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/importlib_metadata/_functools.py:99(wrapper)
      156    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:430(__enter__)
     1384    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/reader.py:99(forward)
       20    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/logging/__init__.py:665(format)
       48    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axis.py:1345(<genexpr>)
      264    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:132(check_shape)
      369    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:96(_fill)
      591    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:597(write)
     2735    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        2    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:274(clear)
        2    0.001    0.001    0.001    0.001 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      568    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2255(get_affine)
    65/60    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:348(<listcomp>)
     1124    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/sre_parse.py:173(append)
        4    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/posixpath.py:392(realpath)
      150    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/hashing.py:94(hash_buffer_hex)
      176    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1833(frozen)
  283/277    0.000    0.000    0.001    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/PIL/ImageMath.py:1(<module>)
       68    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2759(get_transformed_points_and_affine)
      261    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/path.py:202(_update_values)
      100    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/lib/arraysetops.py:138(unique)
       30    0.001    0.000    0.001    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      630    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/cbook.py:1324(is_math_text)
      576    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/cbook.py:1782(<dictcomp>)
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/tblib/__init__.py:1(<module>)
      240    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/core/_methods.py:47(_sum)
      150    0.001    0.000    0.001    0.000 {built-in method _pickle.loads}
      255    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2043(scale)
       50    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/cloudpickle/cloudpickle.py:1301(dump)
       52    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/lines.py:1183(set_marker)
       17    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/typing.py:1208(__getitem_inner__)
       14    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/array/fft.py:118(fft_wrap)
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/scipy/fftpack/_basic.py:1(<module>)
       94    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/inspect.py:1959(_signature_bound_method)
       95    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:480(broadcast_arrays)
     1181    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/scanner.py:145(need_more_tokens)
      109    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/lib/shape_base.py:612(column_stack)
       48    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:2593(delta)
      250    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/core/getlimits.py:612(tiny)
      290    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/typing.py:206(_collect_type_vars)
      196    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:934(set_clip_path)
      100    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/sre_parse.py:97(closegroup)
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/loaders.py:194(get_source)
      206    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/importlib_metadata/__init__.py:114(read)
     3336    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/enum.py:678(__new__)
     1055    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/inspect.py:632(_is_wrapper)
      130    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/markers.py:257(_recache)
      698    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/text.py:1192(set_x)
      6/4    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/posixpath.py:401(_joinrealpath)
      315    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:736(set_style)
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/otlLib/optimize/__init__.py:1(<module>)
      865    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:404(parent)
        8    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axis.py:1189(_set_lim)
        3    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/psutil/_common.py:404(wrapper)
       50    0.000    0.000    0.001    0.000 {function Pickler.dump at 0x7f3c3010a680}
       34    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
      156    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/lines.py:647(set_data)
       86    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/lexer.py:669(tokeniter)
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/ttLib/tables/E_B_L_C_.py:1(<module>)
       68    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2746(_revalidate)
     2440    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/psutil/_pslinux.py:251(set_scputimes_ntuple)
       43    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:570(_writeHeader)
        4    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:3316(tick_params)
      329    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/inspect.py:209(ismethoddescriptor)
       10    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/parser.py:685(parse_tuple)
1065/1056    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2592(get_matrix)
        3    0.001    0.000    0.001    0.000 {method 'draw_quad_mesh' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       12    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:4306(get_default_bbox_extra_artists)
      206    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/toolz/_signatures.py:598(num_pos_args)
      280    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1881(nonzero)
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/ttLib/tables/_c_m_a_p.py:1(<module>)
        1    0.001    0.001    0.001    0.001 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/core/shape_base.py:292(hstack)
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/_type1font.py:1(<module>)
       55    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/patches.py:880(get_bbox)
      102    0.001    0.000    0.001    0.000 {built-in method _pickle.dumps}
      714    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1289(<genexpr>)
      288    0.001    0.000    0.001    0.000 {method 'round' of 'numpy.ndarray' objects}
      7/4    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:379(wrapper)
 1521/782    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2398(<lambda>)
      110    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/importlib_metadata/__init__.py:964(_name_from_stem)
      631    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/cbook.py:1337(_to_unmasked_float_array)
       10    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/parser.py:720(parse)
       64    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.convert_to_string}
     4831    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1036(get_points)
        2    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/PIL/Image.py:804(frombytes)
      250    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/core/getlimits.py:589(smallest_normal)
       10    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/parser.py:512(parse_expression)
      7/4    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:144(get_grid_positions)
       76    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/_collections_abc.py:821(get)
       38    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/logging/__init__.py:2071(getLogger)
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/psutil/_pslinux.py:561(per_cpu_times)
       38    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1796(transform_path)
      110    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:788(frozen)
        5    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/cbook.py:732(safe_masked_invalid)
     1344    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2123(transform)
       34    0.000    0.000    0.001    0.000 <frozen zipimport>:64(__init__)
      100    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/lib/arraysetops.py:323(_unique1d)
      240    0.000    0.000    0.001    0.000 {method 'clip' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/toolz/itertoolz.py:1(<module>)
     2570    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      434    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/utils.py:701(<listcomp>)
     1286    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/copyreg.py:100(__newobj__)
       35    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/string.py:104(substitute)
      960    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1355(_iter_break_from_left_to_right)
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/psutil/_psposix.py:1(<module>)
       10    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/parser.py:536(parse_or)
        2    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/_tight_bbox.py:73(process_figure_for_rasterizing)
      346    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:198(cb)
      346    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:71(__init__)
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/misc/plistlib/__init__.py:1(<module>)
        2    0.001    0.000    0.001    0.000 {method 'decode' of 'ImagingDecoder' objects}
        5    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/PIL/Image.py:2936(new)
     5835    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/artist.py:293(axes)
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/colorbar.py:1153(_reset_locator_formatter_scale)
      481    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:722(set_family)
      153    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/posixpath.py:71(join)
      120    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2593(ptp)
       10    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/parser.py:545(parse_and)
        9    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/parser.py:521(parse_condexpr)
      103    0.000    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/typing.py:267(_remove_dups_flatten)
        1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/typing.py:1(<module>)
      2/1    0.000    0.000    0.001    0.001 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/compiler.py:442(blockvisit)
     3502    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1929(get_matrix)
     1950    0.001    0.000    0.001    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/inspect.py:277(isfunction)
