         1031173 function calls (1012260 primitive calls) in 4.191 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/lib/function_base.py:2285(__init__)
        4    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/typing.py:1107(__mro_entries__)
       42    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:262(x1)
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/image.py:328(changed)
      111    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/pathlib.py:1092(stat)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/_pylab_helpers.py:44(destroy)
        4    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1269(_process)
       37    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/collections/__init__.py:977(__missing__)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/ttLib/tables/_n_a_m_e.py:1030(<dictcomp>)
        8    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/collections.py:860(_set_mappable_flags)
       35    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/string.py:87(__init__)
       21    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axis.py:1091(<dictcomp>)
       12    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/compiler.py:1448(_output_const_repr)
       68    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:260(points_to_pixels)
        7    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/importlib_metadata/_compat.py:30(matches)
       42    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring_ascii}
        5    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/figure.py:2611(set_layout_engine)
       13    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/patches.py:301(set_antialiased)
      195    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        8    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3176(ndim)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/colorbar.py:813(_get_ticker_locator_formatter)
        5    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       20    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/array/ma.py:30(_wrap_masked)
       89    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/artist.py:834(get_alpha)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/cupy/cuda/compiler.py:168(_get_max_compute_capability)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:205(_datetime_to_pdf)
       38    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/logging/__init__.py:786(__init__)
        8    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/dataclasses.py:400(_tuple_str)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/encodings/codecs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/zipp/__init__.py:103(CompleteDirs)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/compiler.py:584(enter_frame)
       41    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/ma/core.py:3234(_scalar_heuristic)
        8    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/spines.py:208(register_axis)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/loaders.py:620(ModuleLoader)
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/utils.py:439(__init__)
       24    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/artist.py:267(<genexpr>)
        5    0.000    0.000    0.000    0.000 {built-in method cupy._core._fusion_thread_local.is_fusing}
        5    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/h5py/_hl/base.py:336(__init__)
      120    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2589(_ptp_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/core/_methods.py:67(_count_reduce_items)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/ttLib/tables/_g_l_y_f.py:56(table__g_l_y_f)
        3    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:1697(set_adjustable)
      102    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/artist.py:884(get_clip_on)
       51    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/core/_dtype.py:24(_kind_name)
      104    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/artist.py:664(get_sketch_params)
       28    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
        5    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/artist.py:1093(set_label)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/psutil/_common.py:138(BatteryTime)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/importlib_metadata/__init__.py:991(distributions)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/feaLib/error.py:1(<module>)
       98    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/importlib_metadata/__init__.py:233(_disallow_dist)
      185    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axis.py:355(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/weakref.py:105(__init__)
       25    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:2473(fill)
       34    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:366(<listcomp>)
       10    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/idtracking.py:238(visit_Name)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/importlib_metadata/__init__.py:130(EntryPoint)
       11    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/cupy/_core/syncdetect.py:36(_declare_synchronize)
        4    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/colors.py:953(copy)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:661(PdfFile)
        9    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/toolz/functoolz.py:153(__init__)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/_version.py:20(get_versions)
      122    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/spines.py:199(get_path)
       10    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/threading.py:1129(name)
       26    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/dataclasses.py:508(_init_param)
      128    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/toolz/functoolz.py:272(args)
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/cupy/__init__.py:349(result_type)
       93    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
      196    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:807(restore)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/figure.py:3228(add_axobserver)
        4    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/reader.py:146(update)
        3    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/misc/configTools.py:136(register)
       12    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/patches.py:473(set_joinstyle)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/typing.py:423(_NoDefault)
       24    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2421(transform_path_non_affine)
        3    0.000    0.000    0.000    0.000 {built-in method cupy_backends.cuda.libs.nvrtc.createProgram}
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/colorLib/builder.py:282(ColorPaletteType)
       32    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/_collections_abc.py:862(__init__)
        8    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/ma/core.py:1644(make_mask_none)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/colorLib/unbuilder.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/hatch.py:182(_validate_hatch_pattern)
        3    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/toolz/functoolz.py:876(has_varargs)
       14    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:2538(fillcolor_cmd)
      122    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/toolz/functoolz.py:276(keywords)
       12    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/packaging/version.py:454(_parse_letter_version)
        5    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:245(method)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/colorLib/geometry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/environment.py:1216(from_code)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/utils.py:1276(SerializableLock)
      108    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1012(set_snap)
       15    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/collections.py:216(get_offset_transform)
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/posixpath.py:229(expanduser)
      151    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/core/multiarray.py:669(result_type)
        4    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:86(_update_methods)
       14    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/inspect.py:850(getmodule)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/lib/function_base.py:5164(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:698(subgridspec)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/environment.py:645(preprocess)
        6    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/constructor.py:237(construct_yaml_int)
        5    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/abc.py:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/importlib_metadata/__init__.py:353(Distribution)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/colorbar.py:1340(_normalize_location_orientation)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/highlevelgraph.py:342(HighLevelGraph)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/markupsafe/__init__.py:84(Markup)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/misc/visitor.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/collections.py:677(_bcast_lwls)
       66    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/dataclasses.py:424(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/zipfile.py:1836(close)
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/toolz/functoolz.py:893(is_valid_args)
       15    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/constructor.py:180(flatten_mapping)
        8    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axis.py:848(limit_range_for_scale)
        6    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/array/wrap.py:112(wrap)
      120    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/ticker.py:1740(tick_values)
       13    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/PIL/Image.py:499(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/array/_shuffle.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/utils.py:90(from_obj)
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/cm.py:680(changed)
       39    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/dataclasses.py:659(_is_kw_only)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/ttLib/tables/_m_a_x_p.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
       26    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        4    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/idtracking.py:89(copy)
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/inspect.py:1696(_check_class)
      104    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/ttLib/tables/otBase.py:1261(getFormatSwitchingBaseTableClass)
      111    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1003(minpos)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/psutil/__init__.py:1353(<setcomp>)
       42    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/scanner.py:721(check_value)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1050(__hash__)
       41    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:2504(linewidth_cmd)
       11    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/array/utils.py:580(__getattr__)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/ttLib/tables/_l_c_a_r.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:756(<listcomp>)
       26    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axis.py:223(get_tick_padding)
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/constructor.py:405(construct_yaml_seq)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axis.py:2654(set_offset_position)
       31    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/cbook.py:106(__hash__)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/delayed.py:546(Delayed)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/encodings/cp1252.py:33(getregentry)
        3    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/scanner.py:1185(scan_flow_scalar_non_spaces)
        3    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:731(<genexpr>)
      131    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/path.py:254(should_simplify)
        4    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/colors.py:771(__copy__)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/ttLib/tables/V_A_R_C_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/pens/pointPen.py:32(AbstractPointPen)
       25    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/cupy/cuda/compiler.py:150(_get_nvrtc_version)
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/enum.py:442(__iter__)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/ttLib/ttFont.py:22(TTFont)
       50    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/tokenize.py:257(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:1932(writeTrailer)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/cffLib/__init__.py:2413(PrivateDictCompiler)
       84    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/json/encoder.py:223(floatstr)
      110    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/patches.py:767(rotation_point)
      100    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/lib/arraysetops.py:133(_unique_dispatcher)
       18    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/cycler/__init__.py:185(keys)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/ttLib/tables/_a_n_k_r.py:1(<module>)
       50    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/scanner.py:38(__init__)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/scipy/fftpack/basic.py:1(<module>)
       13    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/array/reshape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/unicode.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/ma/core.py:671(getdata)
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/cupy/__init__.py:317(can_cast)
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:481(__init__)
       77    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/constructor.py:117(construct_scalar)
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/array/__init__.py:10(_array_expr_enabled)
       39    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/dataclasses.py:653(_is_initvar)
        9    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/typing.py:2328(_namedtuple_mro_entries)
       93    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/resolver.py:91(descend_resolver)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/constructor.py:124(construct_sequence)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/lexer.py:213(compile_rules)
      106    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/artist.py:888(get_clip_box)
        3    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/environment.py:462(iter_extensions)
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:561(_from_subplot_args)
        4    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/copyreg.py:109(_slotnames)
      145    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:180(open_group)
       72    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/ticker.py:1711(tick_values)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       76    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/ttLib/ttFont.py:922(getCustomTableClass)
       10    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/optimization.py:448(Default)
        4    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2190(__init__)
       31    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/spines.py:591(__iter__)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/multiprocessing/pool.py:173(Pool)
       28    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/spines.py:594(__len__)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/cffLib/__init__.py:2504(TopDict)
       39    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/dataclasses.py:645(_is_classvar)
        6    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/logging/__init__.py:1710(getEffectiveLevel)
       95    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:476(_broadcast_arrays_dispatcher)
       94    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/cbook.py:1633(<lambda>)
       37    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axis.py:372(<dictcomp>)
       24    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/cupy/cuda/compiler.py:503(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/cupy/cuda/compiler.py:158(_get_cupy_cache_key)
       89    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/colorbar.py:586(_update_dividers)
       16    0.000    0.000    0.000    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/events.py:22(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_decoder}
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
